Station Name,Mean Temperature (C),Total Precipitation (mm),Province,Year
MACMILLAN PASS,10.1,93.7,Yukon,2012
MAYO A,15.0,59.2,Yukon,2012
MAYO ROAD,13.1,69.1,Yukon,2012
MCQUESTEN,14.1,81.0,Yukon,2012
OLD CROW A,16.2,42.7,Yukon,2012
OLD CROW RCS,16.0,38.0,Yukon,2012
OTTER FALLS NCPC,11.1,35.4,Yukon,2012
PELLY RANCH,15.0,71.4,Yukon,2012
HOUR LAKE,13.3,19.8,Yukon,2012
DAWSON,15.1,48.8,Yukon,2012
TAKHINI RIVER RANCH,12.6,24.2,Yukon,2012
TESLIN A,13.0,27.6,Yukon,2012
TESLIN (AUT),12.6,17.5,Yukon,2012
TUCHITUA,13.7,43.0,Yukon,2012
WATSON LAKE A,16.1,45.9,Yukon,2012
WATSON LAKE (AUT),15.8,64.2,Yukon,2012
WHITEHORSE A,13.5,31.6,Yukon,2012
WHITEHORSE AUTO,13.4,26.5,Yukon,2012
FORT GOOD HOPE CS,19.0,47.0,Northwest Territories,2012
FORT LIARD,19.7,8.0,Northwest Territories,2012
FORT RELIANCE (AUT),17.1,137.7,Northwest Territories,2012
FORT SIMPSON A,20.1,38.2,Northwest Territories,2012
FORT SIMPSON CLIMATE,17.5,34.8,Northwest Territories,2012
FORT SMITH A,19.9,71.4,Northwest Territories,2012
FORT SMITH CLIMATE,19.7,93.6,Northwest Territories,2012
HANBURY RIVER,14.3,57.0,Northwest Territories,2012
HAY RIVER A,19.2,11.8,Northwest Territories,2012
HAY RIVER CLIMATE,19.2,10.0,Northwest Territories,2012
INNER WHALEBACKS,13.6,50.4,Northwest Territories,2012
INUVIK CLIMATE,17.5,80.2,Northwest Territories,2012
NORMAN WELLS A,18.4,82.7,Northwest Territories,2012
NORMAN WELLS CLIMATE,17.4,73.2,Northwest Territories,2012
PAULATUK,14.2,16.4,Northwest Territories,2012
RABBIT KETTLE,15.9,49.3,Northwest Territories,2012
YELLOWKNIFE A,19.4,34.2,Northwest Territories,2012
YELLOWKNIFE-HENDERSON,18.8,38.0,Northwest Territories,2012
EKATI A,15.4,16.0,Northwest Territories,2012
LINDBURG LANDING,18.9,44.2,Northwest Territories,2012
ARVIAT,11.4,2.1,Nunavut,2012
BAKER LAKE A,11.9,16.0,Nunavut,2012
BAKER LAKE CLIMATE,12.3,20.9,Nunavut,2012
CHESTERFIELD INLET A,10.3,15.4,Nunavut,2012
KUGLUKTUK A,12.4,31.3,Nunavut,2012
KUGLUKTUK CLIMATE,12.1,26.2,Nunavut,2012
ARVIAT A,11.5,50.0,Nunavut,2012
CORAL HARBOUR A,10.3,81.4,Nunavut,2012
ENNADAI LAKE (AUT),14.6,65.9,Nunavut,2012
ARVIAT CLIMATE,11.2,79.7,Nunavut,2012
GJOA HAVEN A,8.9,35.0,Nunavut,2012
GJOA HAVEN CLIMATE,8.9,59.1,Nunavut,2012
KUGAARUK CLIMATE,9.5,42.7,Nunavut,2012
RANKIN INLET A,10.7,72.4,Nunavut,2012
LUPIN CS,13.5,8.4,Nunavut,2012
ALERT CLIMATE,4.3,2.6,Nunavut,2012
ARCTIC BAY CS,6.8,26.8,Nunavut,2012
QIKIQTARJUAQ CLIMATE,5.8,24.5,Nunavut,2012
CAMBRIDGE BAY A,10.8,56.0,Nunavut,2012
CAMBRIDGE BAY GSN,10.8,53.9,Nunavut,2012
CAPE DORSET CLIMATE,9.3,14.2,Nunavut,2012
CAPE DORSET,8.8,12.8,Nunavut,2012
CLYDE RIVER CLIMATE,7.2,28.5,Nunavut,2012
EUREKA,8.6,22.8,Nunavut,2012
GATESHEAD ISLAND,1.5,35.9,Nunavut,2012
HALL BEACH A,6.7,26.0,Nunavut,2012
GRISE FIORD CLIMATE,5.4,65.6,Nunavut,2012
HALL BEACH CLIMATE,6.6,13.4,Nunavut,2012
HALL BEACH,4.4,11.6,Nunavut,2012
IGLOOLIK A,8.4,26.2,Nunavut,2012
IQALUIT AWOS,7.8,54.0,Nunavut,2012
IQALUIT CLIMATE,8.1,55.6,Nunavut,2012
ISACHSEN (AUT),5.0,6.2,Nunavut,2012
PANGNIRTUNG,8.6,29.2,Nunavut,2012
POND INLET CLIMATE,8.1,26.9,Nunavut,2012
RESOLUTE CARS,7.3,28.7,Nunavut,2012
RESOLUTE CS,7.3,27.5,Nunavut,2012
STEFANSSON ISLAND,5.3,42.5,Nunavut,2012
SVARTEVAEG,3.9,21.0,Nunavut,2012
TALOYOAK A,9.2,34.8,Nunavut,2012
WAGER BAY (AUT),12.2,40.2,Nunavut,2012
AULAVIK NATIONAL PARK,9.3,1.8,Northwest Territories,2012
HOLMAN CS,12.3,5.2,Northwest Territories,2012
SACHS HARBOUR CLIMATE,11.0,17.6,Northwest Territories,2012
MOULD BAY CS,6.5,7.1,Northwest Territories,2012
ALBERT HALL AGCM,18.2,105.6,Alberta,2012
ALLIANCE AGCM,17.2,89.2,Alberta,2012
ANDREW AGDM,17.9,75.7,Alberta,2012
BELLSHILL AGCM,18.7,68.7,Alberta,2012
BODO AGDM,18.9,58.0,Alberta,2012
BRETON,18.3,177.6,Alberta,2012
BRETON PLOTS,17.5,161.9,Alberta,2012
BUSBY,17.7,230.6,Alberta,2012
BUSBY AGCM,18.2,181.4,Alberta,2012
CADOGAN AGCM,19.1,72.1,Alberta,2012
CAMROSE,18.2,27.6,Alberta,2012
CARNWOOD,17.7,213.0,Alberta,2012
CONSORT AGDM,18.6,43.1,Alberta,2012
CORONATION CLIMATE,18.4,80.2,Alberta,2012
CRESTOMERE AGCM,17.7,118.8,Alberta,2012
DAKOTA WEST,17.9,119.6,Alberta,2012
DELBURNE AGCM,18.2,188.5,Alberta,2012
DEWBERRY AGCM,18.5,62.3,Alberta,2012
DONALDA SOUTH,18.5,112.6,Alberta,2012
EDGERTON AGCM,18.0,80.0,Alberta,2012
EDMONTON CITY CENTRE AWOS,19.7,135.0,Alberta,2012
EDMONTON INTERNATIONAL CS,17.6,72.6,Alberta,2012
EDMONTON MUNICIPAL CR10,19.3,134.4,Alberta,2012
EDMONTON NAMAO AWOS A,18.1,131.5,Alberta,2012
EDMONTON INTL A,17.5,104.8,Alberta,2012
EDMONTON STONY PLAIN,18.6,216.1,Alberta,2012
EDMONTON WOODBEND,18.3,166.9,Alberta,2012
ELK ISLAND NAT PARK,18.3,77.8,Alberta,2012
FABYAN,19.0,120.2,Alberta,2012
FERINTOSH AGCM,17.4,113.8,Alberta,2012
FORESTBURG PLANT SITE,19.9,85.8,Alberta,2012
FORESTBURG AGCM,17.1,63.6,Alberta,2012
FORT SASKATCHEWAN,18.6,128.6,Alberta,2012
GILT EDGE NORTH AGCM,18.7,42.2,Alberta,2012
GLENEVIS AGCM,17.4,91.6,Alberta,2012
HALKIRK AGCM,18.1,35.1,Alberta,2012
HEMARUKA AGCM,19.1,73.8,Alberta,2012
HUGHENDEN AGCM,18.6,54.5,Alberta,2012
KILLAM AGDM,18.0,83.8,Alberta,2012
KESSLER AGCM,18.5,45.2,Alberta,2012
KITSCOTY AGCM,18.5,87.6,Alberta,2012
LEGAL AGCM,18.4,71.5,Alberta,2012
LINDBERGH AGDM,17.6,110.7,Alberta,2012
LLOYDMINSTER,18.1,87.2,Alberta,2012
LLOYDMINSTER A,19.0,99.6,Alberta,2012
MANNVILLE AGCM,18.5,155.0,Alberta,2012
MUNDARE AGDM,18.3,55.7,Alberta,2012
MYRNAM AGCM,18.2,77.0,Alberta,2012
NEW SEREPTA AGCM,18.0,144.5,Alberta,2012
OLIVER AGDM,18.4,67.4,Alberta,2012
RANFURLY 2NW,19.1,159.7,Alberta,2012
RIBSTONE SOUTH AGCM,18.8,69.4,Alberta,2012
RIVERCOURSE AGCM,18.3,37.9,Alberta,2012
ROCKY MTN HOUSE (AUT),15.9,92.8,Alberta,2012
ROSALIND AGCM,18.2,96.9,Alberta,2012
ST. LINA AGCM,18.5,191.5,Alberta,2012
SEDALIA AGCM,19.3,37.5,Alberta,2012
SEDGEWICK TOWN,19.0,84.2,Alberta,2012
SHONTS AGCM,18.0,101.3,Alberta,2012
SMOKY LAKE AGDM,17.6,107.7,Alberta,2012
SPONDIN AGCM,18.5,78.9,Alberta,2012
STETTLER AGDM,18.3,78.4,Alberta,2012
THORSBY AGCM,18.1,132.6,Alberta,2012
TOFIELD NORTH,18.6,152.4,Alberta,2012
TOMAHAWK AGDM,17.9,211.8,Alberta,2012
TULLIBY LAKE AGCM,18.6,39.7,Alberta,2012
TWO HILLS AGDM,17.6,75.6,Alberta,2012
VERMILION AGDM,18.2,116.7,Alberta,2012
VIKING AGCM,18.2,137.4,Alberta,2012
VIKING NORTH 3,18.4,136.5,Alberta,2012
VILNA AGCM,18.2,86.8,Alberta,2012
VIOLET GROVE CS,17.9,166.9,Alberta,2012
VEGREVILLE,19.1,80.7,Alberta,2012
WETASKIWIN AGCM,17.7,38.0,Alberta,2012
EDMONTON STONY PLAIN CS,18.4,210.1,Alberta,2012
ESTHER 1,19.5,53.3,Alberta,2012
UNIVERSITY OF ALBERTA METABOLIC CENTRE,19.2,62.0,Alberta,2012
WAINWRIGHT CFB AIRFIELD 21,19.4,113.4,Alberta,2012
ACADIA VALLEY,20.3,19.1,Alberta,2012
ATLEE AGCM,20.4,20.3,Alberta,2012
BEISEKER AGCM,18.1,4.2,Alberta,2012
BIG VALLEY AGCM,18.7,89.9,Alberta,2012
CRAIGMYLE AGCM,18.4,83.5,Alberta,2012
CRAIGMYLE,17.9,90.2,Alberta,2012
DRUMHELLER EAST,20.5,69.1,Alberta,2012
HESPERO AGCM,16.8,66.9,Alberta,2012
HUSSAR AGDM,17.8,54.3,Alberta,2012
LACOMBE CDA 2,17.6,61.2,Alberta,2012
LEEDALE AGDM,16.6,139.9,Alberta,2012
LINDEN AGCM,17.0,67.7,Alberta,2012
MORRIN AGDM,18.5,88.7,Alberta,2012
OLDS,17.9,104.6,Alberta,2012
OLDS AGDM,17.0,101.5,Alberta,2012
OYEN CAPPON,20.1,64.4,Alberta,2012
OYEN CARA,17.7,51.0,Alberta,2012
POLLOCKVILLE AGDM,19.5,23.2,Alberta,2012
PRENTISS,17.6,71.9,Alberta,2012
RED DEER,19.2,71.4,Alberta,2012
RED DEER A,18.0,123.4,Alberta,2012
SCHULER AGDM,19.8,31.0,Alberta,2012
SIBBALD WESTGARD,19.7,48.0,Alberta,2012
SLEEPY HOLLOW,18.0,31.4,Alberta,2012
THREE HILLS,18.2,50.4,Alberta,2012
SUNDRE A,16.5,85.2,Alberta,2012
WIMBORNE AGCM,17.6,60.3,Alberta,2012
AZURE,17.5,34.5,Alberta,2012
BARNWELL AGDM,19.5,17.7,Alberta,2012
BARONS AGCM,18.6,14.8,Alberta,2012
BASSANO AGCM,19.2,19.4,Alberta,2012
BLACK DIAMOND,15.1,6.0,Alberta,2012
BLOOD TRIBE AGDM,18.2,44.7,Alberta,2012
BOW ISLAND,20.3,18.1,Alberta,2012
BOW ISLAND IRRIGATION AGDM,20.5,37.9,Alberta,2012
BROCKET AGDM,18.4,21.2,Alberta,2012
BROOKS,20.2,14.2,Alberta,2012
CALGARY,18.5,38.4,Alberta,2012
CALGARY INT'L A,18.3,38.6,Alberta,2012
CALGARY INT'L CS,18.3,37.2,Alberta,2012
CARDSTON,18.3,35.5,Alberta,2012
CARWAY,17.5,37.9,Alberta,2012
CHAMPION AGDM,17.9,35.3,Alberta,2012
CLARESHOLM,18.5,22.9,Alberta,2012
COP UPPER,18.0,23.6,Alberta,2012
ENCHANT AGDM,20.2,11.1,Alberta,2012
ETZICOM AGCM,20.5,14.1,Alberta,2012
FINCASTLE AGDM,20.4,54.8,Alberta,2012
FOREMOST AGDM,19.7,13.4,Alberta,2012
FORT MACLEOD AGCM,18.3,10.8,Alberta,2012
GLEICHEN AGCM,18.8,33.1,Alberta,2012
GLENWOOD,17.7,39.5,Alberta,2012
GRASSY LAKE,20.7,27.1,Alberta,2012
IRON SPRINGS AGDM,19.6,34.9,Alberta,2012
IRVINE AGCM,20.7,10.9,Alberta,2012
LETHBRIDGE,18.5,17.0,Alberta,2012
LETHBRIDGE CDA,20.0,15.4,Alberta,2012
LETHBRIDGE DEMO FARM AGDM,19.1,12.9,Alberta,2012
MEDICINE HAT,21.5,19.6,Alberta,2012
MEDICINE HAT RCS,21.5,21.0,Alberta,2012
MOSSLEIGH AGCM,17.7,17.6,Alberta,2012
MONARCH,18.4,41.2,Alberta,2012
MOUNTAIN VIEW VILLAGE,16.7,31.0,Alberta,2012
NEIR AGDM,16.9,25.7,Alberta,2012
PINCHER CREEK,17.0,41.1,Alberta,2012
PINCHER CREEK CLIMATE,17.4,41.0,Alberta,2012
QUEENSTOWN,18.8,17.3,Alberta,2012
QUEENSTOWN,18.5,45.5,Alberta,2012
RAYMOND AGDM,18.8,36.0,Alberta,2012
ROLLING HILLS AGCM,20.0,33.0,Alberta,2012
ROSEMARY AGDM,19.4,23.2,Alberta,2012
SEVEN PERSONS AGDM,20.2,31.4,Alberta,2012
STANDARD AGCM,18.8,48.2,Alberta,2012
STAVELY AAFC,17.5,31.3,Alberta,2012
STRATHMORE AGDM,18.7,49.4,Alberta,2012
TABER,21.0,33.4,Alberta,2012
TRAVERS AGCM,19.0,25.5,Alberta,2012
VAUXHALL CDA CS,20.1,36.0,Alberta,2012
WILDCAT HILLS,15.9,36.0,Alberta,2012
WRENTHAM AGDM,19.0,21.2,Alberta,2012
SPRINGBANK A,16.6,69.0,Alberta,2012
OKOTOKS,19.3,32.5,Alberta,2012
PICTURE BUTTE WEST,20.1,20.8,Alberta,2012
DEL BONITA AGDM,17.7,59.2,Alberta,2012
MANYBERRIES AGCM,20.0,7.3,Alberta,2012
MASINASIN AGDM,20.4,24.6,Alberta,2012
MILK RIVER,19.0,54.7,Alberta,2012
MILK RIVER RIDGE RESERVOIR,17.8,22.1,Alberta,2012
ONEFOUR CDA,21.4,18.0,Alberta,2012
PAKOWKI LAKE AGCM,20.3,7.9,Alberta,2012
BANFF CS,15.5,40.4,Alberta,2012
BEAVER MINES,16.8,50.5,Alberta,2012
BOW VALLEY,16.8,48.1,Alberta,2012
BULLHORN COULEE RESERVOIR,18.1,60.3,Alberta,2012
BULLHORN HEADWATERS,17.1,19.8,Alberta,2012
CROWSNEST,16.0,55.0,Alberta,2012
JASPER WARDEN,16.0,99.7,Alberta,2012
KANANASKIS,15.9,68.8,Alberta,2012
KANANASKIS POCATERRA,14.1,51.2,Alberta,2012
NORDEGG CS,15.2,105.8,Alberta,2012
PEKISKO,15.5,75.0,Alberta,2012
ST. MARY RESERVOIR,18.7,45.7,Alberta,2012
WATERTON PARK GATE,17.1,38.2,Alberta,2012
ATHABASCA AGCM,18.5,147.0,Alberta,2012
ATMORE AGDM,18.3,100.8,Alberta,2012
BARRHEAD CS,18.6,144.0,Alberta,2012
BRULE BLACK CAT,16.9,148.2,Alberta,2012
ATHABASCA 1,18.4,40.2,Alberta,2012
CAMPSIE,18.5,152.1,Alberta,2012
DAPP AGDM,17.4,39.6,Alberta,2012
EDSON,16.8,117.6,Alberta,2012
EDSON CLIMATE,17.1,144.9,Alberta,2012
ENTWISTLE,18.8,67.0,Alberta,2012
EVANSBURG AGCM,16.6,193.8,Alberta,2012
FORT ASSINIBOINE AGCM,17.6,94.6,Alberta,2012
FORT MCMURRAY CS,19.0,141.3,Alberta,2012
FORT MCMURRAY,19.2,130.8,Alberta,2012
HENDRICKSON CREEK,12.3,132.8,Alberta,2012
HIGH PRAIRIE AGDM,17.7,86.9,Alberta,2012
LAC LA BICHE CLIMATE,19.3,63.7,Alberta,2012
MILDRED LAKE,20.6,87.6,Alberta,2012
RICH LAKE AGDM,17.8,114.5,Alberta,2012
SLAVE LAKE,18.5,97.3,Alberta,2012
SLAVE LAKE AWOS A,18.3,102.0,Alberta,2012
TAWATINAW AGCM,18.4,102.2,Alberta,2012
WHITECOURT A,17.9,196.5,Alberta,2012
HINTON VALLEY,17.5,159.5,Alberta,2012
BALLATER,19.4,66.4,Alberta,2012
BEAVERLODGE RCS,17.4,42.0,Alberta,2012
BROWNVALE AGCM,17.8,14.3,Alberta,2012
DEBOLT GOODWIN,18.3,31.0,Alberta,2012
EAGLESHAM AGCM,17.6,50.1,Alberta,2012
FAIRVIEW AGDM,17.5,22.8,Alberta,2012
FORT CHIPEWYAN,19.5,20.4,Alberta,2012
FORT VERMILION,20.9,102.4,Alberta,2012
GRANDE PRAIRIE A,17.4,104.0,Alberta,2012
HAWK HILLS AGCM,17.3,42.3,Alberta,2012
HIGH LEVEL,18.9,32.1,Alberta,2012
HIGH LEVEL A,19.2,96.0,Alberta,2012
JEAN COTE AGCM,17.9,59.8,Alberta,2012
LA CRETE AGCM,20.1,60.3,Alberta,2012
LA GLACE AGCM,16.2,35.2,Alberta,2012
CLEARDALE AGDM,17.5,2.0,Alberta,2012
PEACE RIVER A,18.7,26.3,Alberta,2012
PEORIA AGDM,17.1,32.4,Alberta,2012
RED EARTH,19.3,39.4,Alberta,2012
RYCROFT AGCM,16.9,18.0,Alberta,2012
SAVANNA AGCM,17.5,25.0,Alberta,2012
SIMONETTE,20.1,47.0,Alberta,2012
SPIRIT RIVER AUTO STATION,17.8,25.4,Alberta,2012
TEEPEE CREEK AGCM,17.5,60.3,Alberta,2012
FOX CREEK JUNCTION,16.6,248.5,Alberta,2012
GARDEN RIVER,20.2,53.0,Alberta,2012
COLD LAKE A,19.6,77.0,Alberta,2012
DUPRE AGCM,18.2,52.1,Alberta,2012
BRATT'S LAKE CLIMATE,20.5,87.9,Saskatchewan,2012
BROADVIEW,20.2,42.7,Saskatchewan,2012
BUFFALO POUND LAKE,21.0,45.1,Saskatchewan,2012
CUPAR,20.3,93.6,Saskatchewan,2012
DUVAL,20.7,91.4,Saskatchewan,2012
ESTEVAN A,21.9,34.4,Saskatchewan,2012
ESTEVAN,22.0,28.6,Saskatchewan,2012
INDIAN HEAD CDA,19.2,125.7,Saskatchewan,2012
KELLIHER,19.7,160.0,Saskatchewan,2012
KIPLING,20.9,59.0,Saskatchewan,2012
LANGBANK,20.5,24.4,Saskatchewan,2012
LANGENBURG,20.8,85.4,Saskatchewan,2012
LAST MOUNTAIN CS,20.0,63.9,Saskatchewan,2012
LEROY,19.9,99.4,Saskatchewan,2012
LIPTON 2,20.5,66.5,Saskatchewan,2012
MIDALE,21.8,13.7,Saskatchewan,2012
MOOSE JAW CS,20.1,79.8,Saskatchewan,2012
MUENSTER,19.5,91.0,Saskatchewan,2012
OXBOW,20.8,65.0,Saskatchewan,2012
PARKERVIEW,18.9,33.3,Saskatchewan,2012
QU'APPELLE 1,20.4,151.8,Saskatchewan,2012
REGINA RCS,20.6,61.4,Saskatchewan,2012
ROCANVILLE,21.6,26.3,Saskatchewan,2012
SALTCOATS,20.5,87.7,Saskatchewan,2012
WATROUS EAST,19.5,54.1,Saskatchewan,2012
WEYBURN,22.4,50.4,Saskatchewan,2012
YELLOW GRASS,21.8,50.2,Saskatchewan,2012
YORKTON,20.6,67.1,Saskatchewan,2012
YORKTON,20.4,87.9,Saskatchewan,2012
TONKIN,20.2,16.2,Saskatchewan,2012
WYNYARD (AUT),19.6,62.6,Saskatchewan,2012
WEYBURN,21.7,43.6,Saskatchewan,2012
ASSINIBOIA AIRPORT,21.3,24.2,Saskatchewan,2012
BEECHY,20.7,37.6,Saskatchewan,2012
CYPRESS HILLS,17.8,25.0,Saskatchewan,2012
ELBOW CS,19.9,41.5,Saskatchewan,2012
ELBOW 2 NE,18.9,37.4,Saskatchewan,2012
LUCKY LAKE,19.6,53.4,Saskatchewan,2012
MAPLE CREEK,20.9,11.2,Saskatchewan,2012
ROCK POINT,20.1,52.6,Saskatchewan,2012
STEWART VALLEY,20.7,57.0,Saskatchewan,2012
SWIFT CURRENT,19.8,18.9,Saskatchewan,2012
SWIFT CURRENT CDA,20.0,18.6,Saskatchewan,2012
LEADER AIRPORT,20.3,20.0,Saskatchewan,2012
CLAYDON,21.7,18.8,Saskatchewan,2012
CORONACH,21.5,41.5,Saskatchewan,2012
CORONACH SPC,21.4,18.5,Saskatchewan,2012
CYPRESS HILLS PARK,18.9,23.6,Saskatchewan,2012
EASTEND CYPRESS (AUT),19.8,18.5,Saskatchewan,2012
ROCKGLEN (AUT),21.2,18.6,Saskatchewan,2012
TREELON,22.0,14.5,Saskatchewan,2012
VAL MARIE SOUTHEAST,21.4,2.1,Saskatchewan,2012
BICKLEIGH,19.7,71.0,Saskatchewan,2012
BUTTE ST PIERRE,18.4,87.6,Saskatchewan,2012
KINDERSLEY A,19.5,40.6,Saskatchewan,2012
MACKLIN,19.2,109.6,Saskatchewan,2012
NORTH BATTLEFORD RCS,18.9,73.8,Saskatchewan,2012
NORTH BATTLEFORD,19.0,67.5,Saskatchewan,2012
ROSETOWN EAST,19.6,47.0,Saskatchewan,2012
SCOTT CDA,18.6,56.4,Saskatchewan,2012
SONNINGDALE,18.3,44.6,Saskatchewan,2012
WASECA,18.5,84.0,Saskatchewan,2012
MELFORT,18.9,100.2,Saskatchewan,2012
OUTLOOK PFRA,20.0,57.3,Saskatchewan,2012
PRINCE ALBERT A,20.2,103.6,Saskatchewan,2012
SASKATOON RCS,19.7,81.9,Saskatchewan,2012
BEACON HILL,18.7,98.4,Saskatchewan,2012
BUFFALO NARROWS A,19.9,98.4,Saskatchewan,2012
BUFFALO NARROWS (AUT),19.8,96.2,Saskatchewan,2012
CIGAR LAKE,18.5,65.9,Saskatchewan,2012
COLLINS BAY,18.5,64.1,Saskatchewan,2012
COLLINS BAY CAMECO,17.5,56.6,Saskatchewan,2012
ISLAND FALLS (AUT),19.7,47.6,Saskatchewan,2012
JIMMY LAKE AWOS,18.5,94.0,Saskatchewan,2012
KEY LAKE,17.9,81.6,Saskatchewan,2012
KEY LAKE,18.9,99.6,Saskatchewan,2012
KEY LAKE,18.8,36.0,Saskatchewan,2012
LA RONGE RCS,19.6,76.6,Saskatchewan,2012
LA RONGE A,19.7,85.2,Saskatchewan,2012
LOON LAKE RCS,18.2,48.8,Saskatchewan,2012
SOUTHEND,18.6,54.2,Saskatchewan,2012
SPIRITWOOD WEST,18.0,54.8,Saskatchewan,2012
STONY RAPIDS,17.8,33.9,Saskatchewan,2012
WASKESIU LAKE,19.4,65.7,Saskatchewan,2012
MEADOW LAKE,18.5,25.7,Saskatchewan,2012
URANIUM CITY (AUT),18.9,21.3,Saskatchewan,2012
NIPAWIN,19.3,97.1,Saskatchewan,2012
NIPAWIN,19.1,146.7,Saskatchewan,2012
HUDSON BAY(AUT),19.9,41.8,Saskatchewan,2012
MCKAGUE 2,20.2,76.0,Saskatchewan,2012
PELLY,19.4,134.2,Saskatchewan,2012
PELLY 2,20.7,82.0,Saskatchewan,2012
BALDUR,22.0,80.6,Manitoba,2012
BOGGY CREEK,18.9,83.0,Manitoba,2012
BRANDON A,21.7,53.0,Manitoba,2012
BRANDON RCS,21.0,31.6,Manitoba,2012
CARBERRY CS,21.2,138.5,Manitoba,2012
CYPRESS RIVER RCS,21.6,34.1,Manitoba,2012
ELKHORN 2 EAST,21.2,36.6,Manitoba,2012
PORTAGE SOUTHPORT,23.2,21.6,Manitoba,2012
ROBLIN,19.5,82.2,Manitoba,2012
ST ALPHONSE,22.6,33.4,Manitoba,2012
SHOAL LAKE CS,19.7,22.2,Manitoba,2012
STRATHCLAIR,19.7,31.0,Manitoba,2012
VIRDEN WATER,22.1,132.2,Manitoba,2012
WASAGAMING,19.3,13.1,Manitoba,2012
MELITA,21.5,74.5,Manitoba,2012
CARMAN,21.9,29.4,Manitoba,2012
DEERWOOD RCS,21.9,58.9,Manitoba,2012
EMERSON AUTO,22.0,69.7,Manitoba,2012
GRETNA (AUT),21.9,52.2,Manitoba,2012
MARQUETTE,22.4,30.8,Manitoba,2012
MIAMI THIESSEN,22.8,49.2,Manitoba,2012
MORDEN CDA CS,22.7,34.7,Manitoba,2012
PILOT MOUND (AUT),20.3,106.0,Manitoba,2012
SPRAGUE,21.1,94.3,Manitoba,2012
STONY MOUNTAIN,22.6,43.0,Manitoba,2012
WINNIPEG RICHARDSON AWOS,22.3,23.5,Manitoba,2012
WINNIPEG THE FORKS,24.1,30.4,Manitoba,2012
CARMAN U OF M CS,21.9,28.4,Manitoba,2012
WINNIPEG A CS,22.1,23.6,Manitoba,2012
ARBORG,21.9,115.3,Manitoba,2012
BERENS RIVER CS,20.1,49.8,Manitoba,2012
GEORGE ISLAND (AUT),22.3,32.2,Manitoba,2012
FISHER BRANCH (AUT),20.9,117.4,Manitoba,2012
GIMLI CLIMATE,21.2,93.8,Manitoba,2012
GRAND RAPIDS HYDRO,22.2,82.8,Manitoba,2012
GREAT FALLS CLIMATE,22.3,95.9,Manitoba,2012
HODGSON 2,21.1,105.9,Manitoba,2012
INDIAN BAY,20.9,80.8,Manitoba,2012
GRAND RAPIDS (AUT),19.9,56.5,Manitoba,2012
PINAWA WNRE,22.0,70.5,Manitoba,2012
RENNIE,20.9,30.7,Manitoba,2012
PINAWA,21.3,45.4,Manitoba,2012
DAUPHIN CS,21.4,48.7,Manitoba,2012
DAUPHIN,21.3,45.7,Manitoba,2012
GILBERT PLAINS,20.6,76.4,Manitoba,2012
COWAN,20.7,111.5,Manitoba,2012
MAFEKING,21.2,72.7,Manitoba,2012
MCCREARY,22.0,49.1,Manitoba,2012
SWAN RIVER RCS,20.9,184.7,Manitoba,2012
FLIN FLON,21.0,66.0,Manitoba,2012
FLIN FLON,22.2,57.9,Manitoba,2012
THE PAS A,21.1,111.6,Manitoba,2012
THE PAS CLIMATE,21.0,93.6,Manitoba,2012
CHURCHILL,14.6,46.6,Manitoba,2012
CHURCHILL CLIMATE,14.6,76.2,Manitoba,2012
CROSS LAKE JENPEG,20.2,20.6,Manitoba,2012
GILLAM A,18.3,60.4,Manitoba,2012
ISLAND LAKE A,20.7,73.8,Manitoba,2012
LYNN LAKE,18.7,53.4,Manitoba,2012
LYNN LAKE RCS,18.7,56.3,Manitoba,2012
NORWAY HOUSE,20.5,33.6,Manitoba,2012
TADOULE LAKE,16.4,4.1,Manitoba,2012
TADOULE LAKE CS,16.7,43.4,Manitoba,2012
THOMPSON A,18.0,43.7,Manitoba,2012
THOMPSON ZOO,19.9,33.5,Manitoba,2012
BIG TROUT LAKE,18.2,19.3,Ontario,2012
EAR FALLS (AUT),21.2,167.3,Ontario,2012
LANSDOWNE HOUSE (AUT),18.1,52.6,Ontario,2012
PEAWANUCK (AUT),13.9,61.8,Ontario,2012
PICKLE LAKE (AUT),20.9,138.5,Ontario,2012
PICKLE LAKE A,21.3,68.6,Ontario,2012
PICKLE LAKE,21.0,41.8,Ontario,2012
RED LAKE A,20.4,113.8,Ontario,2012
BARWICK,21.0,79.7,Ontario,2012
ATIKOKAN (AUT),20.6,87.0,Ontario,2012
FORT FRANCES RCS,21.2,150.1,Ontario,2012
MINE CENTRE SOUTHWEST,20.3,95.7,Ontario,2012
DRYDEN REGIONAL,21.7,127.2,Ontario,2012
KENORA RCS,22.5,101.8,Ontario,2012
KENORA A,22.7,108.6,Ontario,2012
RAWSON LAKE,21.6,83.4,Ontario,2012
SIOUX LOOKOUT A,21.6,101.4,Ontario,2012
ARMSTRONG (AUT),18.3,142.6,Ontario,2012
CAMERON FALLS (AUT),19.7,82.1,Ontario,2012
CARIBOU ISLAND (AUT),19.0,33.2,Ontario,2012
GERALDTON A,19.3,83.8,Ontario,2012
FLINT,19.3,100.9,Ontario,2012
PUKASKWA (AUT),18.0,61.8,Ontario,2012
STURGEON RIVER,21.2,179.6,Ontario,2012
THUNDER BAY,20.4,48.6,Ontario,2012
THUNDER BAY BURWOOD,20.9,60.6,Ontario,2012
THUNDER BAY CS,20.0,73.7,Ontario,2012
UPSALA (AUT),19.0,53.2,Ontario,2012
